관광지명,소재지도로명주소,관광지소개,데이터기준일자,제공기관명
부영컨트리클럽,전라남도 순천시 해룡면 신대로 188,자연 친화형 설계로 도심과 가까운 곳에 위치하여 언제든지 부담없이 즐길수 있는 18홀 코스 컨트리클럽,2022-07-12,전라남도 순천시
그림책도서관,전라남도 순천시 도서관길 33(동외동),그림책원화전시 및 인형극등 체험,2022-07-12,전라남도 순천시
순천시청소년수련원,전라남도 순천시 서면 청소년수련원길 167,물과 숲 그리고 자연과 사람이 어우러지는 청소년 수련원,2022-07-12,전라남도 순천시
순천용오름마을,전라남도 순천시 주암면 운룡2길 17,"한봉채취, 천연 밀랍초 만들기, 한봉 분양받기, 꿀벌 관찰 등 다양하고 흥미로운 체험을 할 수 있는 농촌전통테마마을",2022-07-12,전라남도 순천시
순천향매실마을,전라남도 순천시 월등면 계월길 138,"50여년전 마을에 매화를 심은것을 시작으로 그 규모가 마을 단위로는 전국 최대 규모이며, 매년 4월이면 마을에는 매화꽃이 피기 시작하여 매화향기와 눈가루를 뿌려놓은듯한 풍경이 아름다운 마을입니다. 군장마을로 넘어가는 고개길에는 장군이 용마를 타고 하늘로 도약하면서 남겼다는 용발태족(용발자국)이 선명하게 남아있으며, 중촌마을에는 당산나무인 수령 500년생 느티나무 두 그루가 마을 입구에 서있어 마을의 오랜역사를 말해준다. 이문마을에는 이택종 선생이 일본에서 가져와 최초로 심은 매화나무로, 향매실마을에서 가장 오래된 매화나무가 자라고 있다.",2022-07-12,전라남도 순천시
순천생태마을,전라남도 순천시 승주읍 고산도목길 9,산간마을의 오염되지 않은 환경 속에 도심에서는 볼 수 없는 생명들이 함께하는 곳으로 계곡과 습지가 잘 보존되어 있어 생태교육장으로 안성맞춤,2022-07-12,전라남도 순천시
문경짚라인,경상북도 문경시 불정길 174,"불정 자연휴양림 내에 위치한 짚라인, 난이도 및 코스길이가 다른 9개의 코스로 운영",2022-10-06,경상북도 문경시
낙안민속자연휴양림,전라남도 순천시 낙안면 민속마을길 1600,"낙안읍성과 주변 경관이 수려해 휴식 공간으로는 최적지일 뿐만 아니라 인근에 송광사, 선암사 같은 전통 고찰과 서산의 저녁 노을을 함께 즐길 수 있는 주암호, 상사호가 있으며, 순천만의 갈대와 해변, 순천만 국가정원, 드라마세트장, 고인돌 공원 그리고 낙안읍성 민속마을의 각종 문화 축제를 즐길 수 있는 관광 명소들이 많아 사계절 이용이 가능",2022-07-12,전라남도 순천시
은파관광지,전라북도 군산시 은파순환길9 (나운동),봄철이 되면 화사한 벚꽃길로 유명하여 시민들의 사랑을 받고 있다.,2022-07-11,전라북도 군산시
금강호관광지,전라북도 군산시 성산면 철새로 120,국내 최대 철새도래지로서 자연과 문화가 어우러지는 사계절 관광지로 거듭나고 있음,2022-07-11,전라북도 군산시
삼척해수욕장,강원도 삼척시 수로부인길 453,길이 1㎞+폭 85m의 넓은 백사장+ 맑고 깨끗한 동해해수욕장+ 푸른 송림+소규모의 항포구+ 해안의 기암괴석과 모래+ 산이 분포되어 있으며+ 남쪽으로 해안선을 끼고 해안도로가 4.2KM 개설되어 관광객들로부터 많은 호응을 얻고 있음,2022-06-23,강원도 삼척시
맹방관광지,강원도 삼척시 근덕면 상맹방길 30-80,해수욕장을 중심으로 한 해변관광지로 동해의 맑은 물과 명사십리라 일컬어진 긴 백사장과 인접 농경지 사이에 평행하게 형성된 곰솔 등의 자연적 환경 요소를 갖춤,2022-06-23,강원도 삼척시
장호관광지,강원도 삼척시 근덕면 삼척로 2154,운동오락시설+오토캠핑장+카라반+야영시설 등 관광객 편의시설이 조성되어 운영되고 있으며+해상로프웨이 및 조경휴게지 등의 자연경관 감상을 위한 시설이 조성되어 운영되어 해마다 많은 관광객들이 방문,2022-06-23,강원도 삼척시
초당관광지,강원도 삼척시 근덕면 미근로 1629,자연환경과 더불어 수려한 자연 지형을 그대로 살린 친환경 골프장은 기후 영향을 비교적 덜 받아 사계절 체류형 관광지의 면모를 지니고 있음,2022-06-23,강원도 삼척시
한탄강관광지,경기도연천군전곡읍선사로76,한탄강이 내려다보이는 천혜의 위치에 자리잡은 관광지,2022-07-07,경기도 연천군
연천재인폭포,,18.5m 높이의 폭포로 연천군 대표적인 명승지,2022-07-07,경기도 연천군
연천호로고루,,임진강이 지류와 만나 형성된 삼각형의 대지위에 조성된 독특한 고구려성,2022-07-07,경기도 연천군
당포성,,삼국시대 성곽 천연 절벽을 이용하여 축조한 평지성,2022-07-07,경기도 연천군
연천전곡리유적,경기도연천군전곡읍양연로1510,한탄강변에 있는 구석기시대으로 1978년 아슐리안형 주먹도끼가 발견된 이래 전 세계적으로 주목을 받고 있는 유적으로 사적 제268호,2022-07-07,경기도 연천군
담양호국민관광지,,"담양호 국민관광지는 영산강 시원지인 가마골생태공원(용소)과 청정하고 맑은 담양호, 산세가 좋은 추월산, 역사의 흔적이 깊이 남아있는 금성산성에 이르기까지 힐링과 역사의 숨결이 살아있는 천혜의 관광지임",2022-06-30,전라남도 담양군
죽녹원,전라남도 담양군 담양읍 죽녹원로 119,"2003년 5월에 조성하여 약 31만㎡의 울창한 대나무숲이 펼쳐져 있음. 죽림욕을 즐길수 있는 2.4km의 산책로가 있으며, 가사문학의 산실 담양의 정자문화를 대표하는 6정자를 재현하하고, 밤에는 별을 보며 한옥을 체험할 수 있는 공간이 조성되어있음",2022-06-30,전라남도 담양군
메타세쿼이아랜드,,"아름다운 숲 전국대회 부문 대상등 3회 수상에 빛나는 메타세쿼이아 길은 현재 메타세쿼이아 랜드로 조례개정하여 메타세쿼이아 길 외 어린이프로방스, 호남기후변화체험관, 개구리생태공원, 에코허브센터, 곤충박물관, 카페테리아 등 유원시설을 운영 및 공사 중이다. 메타세쿼이아 길을 사색하며 걷는것 외에도 체험 및 어린이를 위한 시설확충으로 담양을 대표하는 유원지 중 하나임",2022-06-30,전라남도 담양군
소쇄원,전라남도 담양군 가사문학면 소쇄원길 17,"1983년 7월 20일 사적 제304호로 지정되었다가 2008년 5월 2일 명승 제40호로 변경되었다. 전체 면적은 4,060㎡(지정구역), 118,866㎡(보호구역)이다. 이곳은 물이 흘러내리는 계곡을 사이에 두고 각 건물을 지어 자연과 인공이 조화를 이루는 대표적 정원이다.",2022-06-30,전라남도 담양군
한국대나무박물관,전라남도 담양군 담양읍 죽향문화로 35,"1981년에 죽물박물관이 개관된 후 전국 유일의 죽제품 주산지로서 보존, 전시, 시연, 판매 등 종합기능을 수행할 공간을 갖추어 대나무공예문화 전통 계승과 대나무공예 진흥의 계기를 마련하고자 1998년에 현재의 위치에 확장 이전하여 2003년에 한국대나무박물관으로 명칭을 변경하여 운영",2022-06-30,전라남도 담양군
한국가사문학관,전라남도 담양군 가사문학면 가사문학로 877,"가사문학 관련 문화유산의 전승, 보전과 현대적 계승, 발전을 위하여 2000년 10월 완공. 1만 6,556㎡의 부지에 2,022㎡ 규모의 한옥형 본관과 기획전시실(갤러리), 자미정, 세심정, 토산품전시장, 전통찻집 등의 부대시설을 갖추고 있음",2022-06-30,전라남도 담양군
문경 종합온천,경상북도 문경시 문경읍 온천2길 24,중탄산 온천수 및 알칼리성 온천수 등 신진대사를 촉진하는 2가지 온천수가 있음,2022-10-06,경상북도 문경시
슬로시티삼지내마을,전라남도 담양군 창평면 돌담길 56-24,"담양은 예로부터의 고택이 많이 남아 있으며 아직도 인근에 문화재가 많이 있다. 도심 인근의 농촌인데도 전통문화가 많이 남아 있어 현대와 전통이 조화를 이루고 있는 대표적 마을이기도 하다. 특히 삼지천 마을의 고택, 한옥마을에 펼쳐진 돌담길에서의 여유로운 산책은 방문객들의 슬로라이프 체험의 장이기도 하다.",2022-06-30,전라남도 담양군
화순온천,전라남도 화순군 백아면 옥리길 14-7,온천휴양지,2022-07-06,전라남도 화순군
도곡온천,전라남도 화순군 도곡면 온천2길 44,온천휴양지,2022-07-06,전라남도 화순군
운주사,전라남도 화순군 도암면 천태로 91-44,"천불천탑 사진문화관, 운주사 사찰",2022-07-06,전라남도 화순군
대둔산도립공원,전라북도 완주군 운주면 대둔산공원길 23,사계절이 모두 아름다운 완주의 자랑이자 보물인 산,2022-07-05,전라북도 완주군
모악산도립공원,전라북도 완주군 구이면 모악산길 91,금산사를 안고있는 특히 봄의 풍경이 아름답기로 유명한 산,2022-07-05,전라북도 완주군
고산자연휴양림,전라북도 완주군 고산면 고산휴양림로 246,숲에서 산림욕을 즐길 수 있는 사계절 가족휴양지,2022-07-05,전라북도 완주군
상관 공기마을 편백숲,전라북도 완주군 상관면 죽림편백길 191-24,10만그루의 빽빽한 편백나무가 우거진 숲,2022-07-05,전라북도 완주군
대아수목원&대아호,전라북도 완주군 동상면 대아수목로 94-34,대아저수지의 맑은 물과 수려한 자연경광 속에 자리하고 있는 곳,2022-07-05,전라북도 완주군
비비정,전라북도 완주군 삼례읍 비비정길 96-9,만경강의 아름다운 풍경을 한눈에 조망할 수 있는 곳,2022-07-05,전라북도 완주군
비비정예술열차,전라북도 완주군 삼례읍 비비정길 73-21,"1량은 레스토랑, 1량과 2량 사이의 공간은 음악공연, 2량은 특산물 판매점, 3량에는 편의점과 갤러리, 4량은 카페로 구성되어 있다",2022-07-05,전라북도 완주군
삼례문화예술촌,전라북도 완주군 삼례읍 삼례역로 81-13,수탈의 상징인 양곡창고를 문화예술의 중심지로 탈바꿈시켜 역사적 의미와 문화가 공존하는 삼례만의 독특하고 절묘한 공간,2022-07-05,전라북도 완주군
삼례책마을,전라북도 완주군 삼례읍 삼례역로 68,전시와 공연 토크콘서트 등 다양한 프로그램을 운영하고 있는 곳,2022-07-05,전라북도 완주군
그림책미술관,전라북도 완주군 삼례읍 삼례역로 48-1,"그림책을 보고, 듣고, 느낄 수 있는 공간",2022-07-05,전라북도 완주군
대한민국술테마박물관,전라북도 완주군 구이면 덕천전원길 232-58,5만여 점의 유물을 통해 태곳적부터 현대까지 우리 술에 담긴 다양한 이야기를 오롯이 담고 있는 테마박물관,2022-07-05,전라북도 완주군
완주전통문화체험장,전라북도 완주군 고산면 대아저수로 416,고즈넉한 한옥의 숨결을 느끼며 뛰어난 자연경관 속에 아늑한 휴식을 즐기기에 안성맞춤인 공간,2022-07-05,전라북도 완주군
청소년전통문화체험관,전라북도 완주군 고산면 대아저수로 416,"전통문화를 기반으로 한 청소년들의 문화공간, 체험공간, 지역 내 전해 내려오는 역사의 흔적과 문화를 소재로 한 교육체험 공간",2022-07-05,전라북도 완주군
놀토피아,전라북도 완주군 고산면 대아저수로 416,국내 최대규모(34종류)를 자랑하는 심신발달형 어린이 모험 놀이시설,2022-07-05,전라북도 완주군
오성한옥마을,전라북도 완주군 소양면 오도길 73,종남산과 위봉산이 병품처럼 둘러쌓고 있는 천혜의 자연경관에 한옥고택 등 전통한옥이 자리잡고 있는 곳,2022-07-05,전라북도 완주군
무궁화오토캠핑장,전라북도 완주군 고산면 고산휴양림로 89,문화체육관광부 국민여가캠핑장으로 조성된 공공야영장으로 52개 사이트와 캐러반 등 부대시설이 갖추어져 있는 곳,2022-07-05,전라북도 완주군
송광사&벚꽃길,전라북도 완주군 소양면 송광수만로 255-16,송광사는 종남산 아래에 자리한 사찰로 신라시대에 도의선사가 창건한 것으로 전해진다,2022-07-05,전라북도 완주군
위봉사&위봉폭포&위봉산성,전라북도 완주군 소양면 위봉길 53,위봉사는 세마리 봉황이 날고 있는 자리에 절을 짓고 이름붙였다는 이야기가 전해져 오는 곳,2022-07-05,전라북도 완주군
